sample_id,file_path,file_checksum,label_key,semantic_label,vocabulary_scope,recognition_profile,vocabulary_group,collection_campaign,motion_type,signer_id,session_id,source_type,raw_landmarks_available,normalization_version,quality_status,class_uid,slug,label_original,language,dialect,folder_name,file,class_idx,label_slug
0c641d4d11,dataset/features/vn/bang-chu-cai/class_q_356d0732/sample_0c641d4d11.npz,080cecde41b291eeceff6f83aae8c12e15918042f8bcf9e9d704412e9dc76bd2,vn/alphabet/q,q,profile_specific,alphabet,fingerspelling_alphabet,isds2026_v1,,S017,1785385669498,camera,1,hands126_v1,ok,356d0732-cf18-4cfb-bded-5ac06d847a3e,q,Q,vn,bang-chu-cai,class_q_356d0732,sample_0c641d4d11.npz,21,q
1fbbf580ec,dataset/features/vn/bang-chu-cai/class_q_356d0732/sample_1fbbf580ec.npz,6cc19507a3b128ebfc76a0a1d9ea52f13f021656ab9d39d741942ff6881d8cf7,vn/alphabet/q,q,profile_specific,alphabet,fingerspelling_alphabet,isds2026_v1,,S017,1785385669498,camera,1,hands126_v1,ok,356d0732-cf18-4cfb-bded-5ac06d847a3e,q,Q,vn,bang-chu-cai,class_q_356d0732,sample_1fbbf580ec.npz,21,q
23467d11e1,dataset/features/vn/bang-chu-cai/class_q_356d0732/sample_23467d11e1.npz,4fa77cc1f7ad534ea19b654b1b33903510989fcab963790f4bbf8823cea56508,vn/alphabet/q,q,profile_specific,alphabet,fingerspelling_alphabet,isds2026_v1,,S017,1785385669498,camera,1,hands126_v1,ok,356d0732-cf18-4cfb-bded-5ac06d847a3e,q,Q,vn,bang-chu-cai,class_q_356d0732,sample_23467d11e1.npz,21,q
6ab198f074,dataset/features/vn/bang-chu-cai/class_q_356d0732/sample_6ab198f074.npz,9f073a5ebd1897dc94a7bf8e5230227b373cce0a694c9f46a713c41ff5c64417,vn/alphabet/q,q,profile_specific,alphabet,fingerspelling_alphabet,isds2026_v1,,S017,1785385669498,camera,1,hands126_v1,ok,356d0732-cf18-4cfb-bded-5ac06d847a3e,q,Q,vn,bang-chu-cai,class_q_356d0732,sample_6ab198f074.npz,21,q
7e00ffe403,dataset/features/vn/bang-chu-cai/class_q_356d0732/sample_7e00ffe403.npz,2bcc43010f0108beb66869d417b21dc42ecff00f5861667fa74824ab0b3c3db1,vn/alphabet/q,q,profile_specific,alphabet,fingerspelling_alphabet,isds2026_v1,,S017,1785385669498,camera,1,hands126_v1,ok,356d0732-cf18-4cfb-bded-5ac06d847a3e,q,Q,vn,bang-chu-cai,class_q_356d0732,sample_7e00ffe403.npz,21,q
a86ae4cf45,dataset/features/vn/bang-chu-cai/class_q_356d0732/sample_a86ae4cf45.npz,85639aa48c9c2bcfd0a25983f238c3d0f91d52bff0132f7735727192d11384f3,vn/alphabet/q,q,profile_specific,alphabet,fingerspelling_alphabet,isds2026_v1,,S017,1785385669498,camera,1,hands126_v1,ok,356d0732-cf18-4cfb-bded-5ac06d847a3e,q,Q,vn,bang-chu-cai,class_q_356d0732,sample_a86ae4cf45.npz,21,q
caa3938217,dataset/features/vn/bang-chu-cai/class_q_356d0732/sample_caa3938217.npz,bcf3db4b9e5a4de545d3c38666f0e3da2e1375400a222a0ef7e3cef6d1866309,vn/alphabet/q,q,profile_specific,alphabet,fingerspelling_alphabet,isds2026_v1,,S017,1785385669498,camera,1,hands126_v1,ok,356d0732-cf18-4cfb-bded-5ac06d847a3e,q,Q,vn,bang-chu-cai,class_q_356d0732,sample_caa3938217.npz,21,q
ea6e794ee3,dataset/features/vn/bang-chu-cai/class_q_356d0732/sample_ea6e794ee3.npz,60808f5ceda42bf12ab2f113cd1ea21fe660165de731d9c098b27af456d0f633,vn/alphabet/q,q,profile_specific,alphabet,fingerspelling_alphabet,isds2026_v1,,S017,1785385669498,camera,1,hands126_v1,ok,356d0732-cf18-4cfb-bded-5ac06d847a3e,q,Q,vn,bang-chu-cai,class_q_356d0732,sample_ea6e794ee3.npz,21,q
edaa3e81ca,dataset/features/vn/bang-chu-cai/class_q_356d0732/sample_edaa3e81ca.npz,fa8c544c88019fa7d74be1b147cc20538ecc2e14fa43f4f66fa1add35e0d002e,vn/alphabet/q,q,profile_specific,alphabet,fingerspelling_alphabet,isds2026_v1,,S017,1785385669498,camera,1,hands126_v1,ok,356d0732-cf18-4cfb-bded-5ac06d847a3e,q,Q,vn,bang-chu-cai,class_q_356d0732,sample_edaa3e81ca.npz,21,q
17955e70c4,dataset/features/vn/bang-chu-cai/class_r_3a9d324b/sample_17955e70c4.npz,dab2b4e792e93251aacd1566e5b24b6471d88efc495cdde1fc2945fce4537a6a,vn/alphabet/r,r,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,3a9d324b-5e21-4bc1-8cc1-7de8346b85b8,r,R,vn,bang-chu-cai,class_r_3a9d324b,sample_17955e70c4.npz,22,r
554df13716,dataset/features/vn/bang-chu-cai/class_r_3a9d324b/sample_554df13716.npz,90b49a2b954a35a57ded8a92cdc31dee9caf8871230046e3d554790c87485b4e,vn/alphabet/r,r,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,3a9d324b-5e21-4bc1-8cc1-7de8346b85b8,r,R,vn,bang-chu-cai,class_r_3a9d324b,sample_554df13716.npz,22,r
59a0df7906,dataset/features/vn/bang-chu-cai/class_r_3a9d324b/sample_59a0df7906.npz,6a98cfe7769be078e76d13409f9438608e4b4305f6dcc1e57852c0c1c56a4b4c,vn/alphabet/r,r,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,3a9d324b-5e21-4bc1-8cc1-7de8346b85b8,r,R,vn,bang-chu-cai,class_r_3a9d324b,sample_59a0df7906.npz,22,r
7c9e6db26a,dataset/features/vn/bang-chu-cai/class_r_3a9d324b/sample_7c9e6db26a.npz,16bb974c2b69c7a5918097a099a4942df4d4e016a768344abae7cc8545d88c32,vn/alphabet/r,r,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,3a9d324b-5e21-4bc1-8cc1-7de8346b85b8,r,R,vn,bang-chu-cai,class_r_3a9d324b,sample_7c9e6db26a.npz,22,r
aa9dea301d,dataset/features/vn/bang-chu-cai/class_r_3a9d324b/sample_aa9dea301d.npz,fefb84bf8dfaaae2d6284052b94b7f97366544718ee0bc0347dfc885d6389750,vn/alphabet/r,r,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,3a9d324b-5e21-4bc1-8cc1-7de8346b85b8,r,R,vn,bang-chu-cai,class_r_3a9d324b,sample_aa9dea301d.npz,22,r
b06d0108f3,dataset/features/vn/bang-chu-cai/class_r_3a9d324b/sample_b06d0108f3.npz,4b78d0f262aba1f52f20361c4d12b730c3ff41c68851cb2c0e2e2b6ba2ffa569,vn/alphabet/r,r,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,3a9d324b-5e21-4bc1-8cc1-7de8346b85b8,r,R,vn,bang-chu-cai,class_r_3a9d324b,sample_b06d0108f3.npz,22,r
ba92b7fd3e,dataset/features/vn/bang-chu-cai/class_r_3a9d324b/sample_ba92b7fd3e.npz,3987e5eaf92b5f75fa2a29d3dc1a25820234236afc390a377c26d1d1b3a16e62,vn/alphabet/r,r,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,3a9d324b-5e21-4bc1-8cc1-7de8346b85b8,r,R,vn,bang-chu-cai,class_r_3a9d324b,sample_ba92b7fd3e.npz,22,r
bada318a41,dataset/features/vn/bang-chu-cai/class_r_3a9d324b/sample_bada318a41.npz,5ab0c4b1455bbe131511d6e888fc53d00d3e7ed71992bdaeb930b5ce50d545f6,vn/alphabet/r,r,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,3a9d324b-5e21-4bc1-8cc1-7de8346b85b8,r,R,vn,bang-chu-cai,class_r_3a9d324b,sample_bada318a41.npz,22,r
312cddd200,dataset/features/vn/bang-chu-cai/class_s_86198dbe/sample_312cddd200.npz,dbad41cddaa4338c549dba6cd4aa8b65af291167e47713f94920b97b064d5bbf,vn/alphabet/s,s,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,86198dbe-45b0-40c6-903e-10bc99642571,s,S,vn,bang-chu-cai,class_s_86198dbe,sample_312cddd200.npz,23,s
541280a5b3,dataset/features/vn/bang-chu-cai/class_s_86198dbe/sample_541280a5b3.npz,afd09697bdd69733e4e54a2e6a609f9e58516d1ee64db187f55f6df892b3cc31,vn/alphabet/s,s,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,86198dbe-45b0-40c6-903e-10bc99642571,s,S,vn,bang-chu-cai,class_s_86198dbe,sample_541280a5b3.npz,23,s
5d6aa66acc,dataset/features/vn/bang-chu-cai/class_s_86198dbe/sample_5d6aa66acc.npz,39444f83a0781de04b9efac0a0926ceb10a39aaa4a7ff35fa84538aed62f1d3b,vn/alphabet/s,s,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,86198dbe-45b0-40c6-903e-10bc99642571,s,S,vn,bang-chu-cai,class_s_86198dbe,sample_5d6aa66acc.npz,23,s
7805701b87,dataset/features/vn/bang-chu-cai/class_s_86198dbe/sample_7805701b87.npz,62a0c998ae8911c59a9c59897889d929327ac33aa1eac20815c4dd4fdc05e443,vn/alphabet/s,s,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,86198dbe-45b0-40c6-903e-10bc99642571,s,S,vn,bang-chu-cai,class_s_86198dbe,sample_7805701b87.npz,23,s
850d3b82f5,dataset/features/vn/bang-chu-cai/class_s_86198dbe/sample_850d3b82f5.npz,f58fa171c178aef36648aac0330531455b198db461550e8106eea92f8162081b,vn/alphabet/s,s,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,86198dbe-45b0-40c6-903e-10bc99642571,s,S,vn,bang-chu-cai,class_s_86198dbe,sample_850d3b82f5.npz,23,s
86b5f9ae2e,dataset/features/vn/bang-chu-cai/class_s_86198dbe/sample_86b5f9ae2e.npz,9f32fc03c29722310e0fa5a336bf2f5ee9ec8ca08ceaa9949ef1d6b3940a0eec,vn/alphabet/s,s,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,86198dbe-45b0-40c6-903e-10bc99642571,s,S,vn,bang-chu-cai,class_s_86198dbe,sample_86b5f9ae2e.npz,23,s
913e6f045e,dataset/features/vn/bang-chu-cai/class_s_86198dbe/sample_913e6f045e.npz,ea2046d11c6301fd7c54e780bffb06f477a0a956c6aed207f7bd3727aa5f16a9,vn/alphabet/s,s,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,86198dbe-45b0-40c6-903e-10bc99642571,s,S,vn,bang-chu-cai,class_s_86198dbe,sample_913e6f045e.npz,23,s
9e7089559d,dataset/features/vn/bang-chu-cai/class_s_86198dbe/sample_9e7089559d.npz,aa7fda4a20518091757dffb03c9d335273119c5401507d19053abdf4b84ab362,vn/alphabet/s,s,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,86198dbe-45b0-40c6-903e-10bc99642571,s,S,vn,bang-chu-cai,class_s_86198dbe,sample_9e7089559d.npz,23,s
de6d3e0756,dataset/features/vn/bang-chu-cai/class_s_86198dbe/sample_de6d3e0756.npz,42b93a0957c00ced6c85c29b6256345db9a12d4c99e0669ee3a2e91dd5e54f69,vn/alphabet/s,s,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,86198dbe-45b0-40c6-903e-10bc99642571,s,S,vn,bang-chu-cai,class_s_86198dbe,sample_de6d3e0756.npz,23,s
281ad88f53,dataset/features/vn/bang-chu-cai/class_t_42d9e7de/sample_281ad88f53.npz,b9b8e75d68c224070c165c8c60f78892e36cf9af03e125533b805252b81df15d,vn/alphabet/t,t,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,42d9e7de-4628-40e2-b90b-a235d32e6632,t,T,vn,bang-chu-cai,class_t_42d9e7de,sample_281ad88f53.npz,24,t
2a169ceccf,dataset/features/vn/bang-chu-cai/class_t_42d9e7de/sample_2a169ceccf.npz,2b79dddb94f71afaf6a1d7c00a72ff41539e1d7ee69191976131eb012f0e1651,vn/alphabet/t,t,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,42d9e7de-4628-40e2-b90b-a235d32e6632,t,T,vn,bang-chu-cai,class_t_42d9e7de,sample_2a169ceccf.npz,24,t
2aee884d73,dataset/features/vn/bang-chu-cai/class_t_42d9e7de/sample_2aee884d73.npz,52b1339403de8ca00697ca85e08a484ea56be22561b992a6c958acc73d496d56,vn/alphabet/t,t,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,42d9e7de-4628-40e2-b90b-a235d32e6632,t,T,vn,bang-chu-cai,class_t_42d9e7de,sample_2aee884d73.npz,24,t
48f26af87d,dataset/features/vn/bang-chu-cai/class_t_42d9e7de/sample_48f26af87d.npz,d10574a05dd7fcd082d074577b0340c260c7eb252ed76f2fadfe880ad80bb969,vn/alphabet/t,t,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,42d9e7de-4628-40e2-b90b-a235d32e6632,t,T,vn,bang-chu-cai,class_t_42d9e7de,sample_48f26af87d.npz,24,t
5f32848dc7,dataset/features/vn/bang-chu-cai/class_t_42d9e7de/sample_5f32848dc7.npz,9b4098af4378f45d3c62d08814b44b60fd4fa82def659433ac787303dca05095,vn/alphabet/t,t,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,42d9e7de-4628-40e2-b90b-a235d32e6632,t,T,vn,bang-chu-cai,class_t_42d9e7de,sample_5f32848dc7.npz,24,t
610b4f1c7e,dataset/features/vn/bang-chu-cai/class_t_42d9e7de/sample_610b4f1c7e.npz,1bc9f1ccb8b479700326587168764e4f2ebefcefe04d2002babd3762c62db4be,vn/alphabet/t,t,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,42d9e7de-4628-40e2-b90b-a235d32e6632,t,T,vn,bang-chu-cai,class_t_42d9e7de,sample_610b4f1c7e.npz,24,t
667b5bd499,dataset/features/vn/bang-chu-cai/class_t_42d9e7de/sample_667b5bd499.npz,4c4805094148d19cced7a68cde50c464c030a256ba7d6002f26dd946e9ec088a,vn/alphabet/t,t,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,42d9e7de-4628-40e2-b90b-a235d32e6632,t,T,vn,bang-chu-cai,class_t_42d9e7de,sample_667b5bd499.npz,24,t
758fe35421,dataset/features/vn/bang-chu-cai/class_t_42d9e7de/sample_758fe35421.npz,9aa480a59c01fc4642dd28a5ff4aae5c2ed9661988db52a607ca367ef4fc8903,vn/alphabet/t,t,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,42d9e7de-4628-40e2-b90b-a235d32e6632,t,T,vn,bang-chu-cai,class_t_42d9e7de,sample_758fe35421.npz,24,t
7be78d31f7,dataset/features/vn/bang-chu-cai/class_t_42d9e7de/sample_7be78d31f7.npz,f9e4f125f3df4cf20b993889c4fa14a1e4c54bb1cc0ca8005a9857490620c157,vn/alphabet/t,t,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,42d9e7de-4628-40e2-b90b-a235d32e6632,t,T,vn,bang-chu-cai,class_t_42d9e7de,sample_7be78d31f7.npz,24,t
eb8eabd8ec,dataset/features/vn/bang-chu-cai/class_t_42d9e7de/sample_eb8eabd8ec.npz,b0584dd3df69f959753da3be56733bcd814103c428b8bcb7a6feafd1768c2f3a,vn/alphabet/t,t,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,42d9e7de-4628-40e2-b90b-a235d32e6632,t,T,vn,bang-chu-cai,class_t_42d9e7de,sample_eb8eabd8ec.npz,24,t
0020c405c8,dataset/features/vn/bang-chu-cai/class_u_8c1e0174/sample_0020c405c8.npz,49ba67f90d0869f6e244aa59f4ba88820f1d2e87c831040b6eeb80a7660c0644,vn/alphabet/u,u,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,8c1e0174-e611-4300-8c1c-1565871f03aa,u,U,vn,bang-chu-cai,class_u_8c1e0174,sample_0020c405c8.npz,25,u
048a6baf81,dataset/features/vn/bang-chu-cai/class_u_8c1e0174/sample_048a6baf81.npz,26ecf35b97d60de3040d82f93070c077fb8c99c720b67e2221c9e6c812f9ee3a,vn/alphabet/u,u,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,8c1e0174-e611-4300-8c1c-1565871f03aa,u,U,vn,bang-chu-cai,class_u_8c1e0174,sample_048a6baf81.npz,25,u
1a237658e3,dataset/features/vn/bang-chu-cai/class_u_8c1e0174/sample_1a237658e3.npz,b1176b0a423446e46583e4caed70025da10c93ca0a63fb6829339b2fb6b15217,vn/alphabet/u,u,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,8c1e0174-e611-4300-8c1c-1565871f03aa,u,U,vn,bang-chu-cai,class_u_8c1e0174,sample_1a237658e3.npz,25,u
2ec5349cb6,dataset/features/vn/bang-chu-cai/class_u_8c1e0174/sample_2ec5349cb6.npz,ed6fc1e092a10ab78f66fb978a60227c1017e4819b139a25189f1e85157c1e1b,vn/alphabet/u,u,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,8c1e0174-e611-4300-8c1c-1565871f03aa,u,U,vn,bang-chu-cai,class_u_8c1e0174,sample_2ec5349cb6.npz,25,u
3cbea77562,dataset/features/vn/bang-chu-cai/class_u_8c1e0174/sample_3cbea77562.npz,63db18c79fbb2f8526989d0bab02d9e29f4ae689e51b0db6b289876f46aaa620,vn/alphabet/u,u,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,8c1e0174-e611-4300-8c1c-1565871f03aa,u,U,vn,bang-chu-cai,class_u_8c1e0174,sample_3cbea77562.npz,25,u
a2e625a9bf,dataset/features/vn/bang-chu-cai/class_u_8c1e0174/sample_a2e625a9bf.npz,9718b2a2b391079fb48054f5ea3bb3cd2ba7bb756b4cd5e8c53d761c9afc2fa0,vn/alphabet/u,u,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,8c1e0174-e611-4300-8c1c-1565871f03aa,u,U,vn,bang-chu-cai,class_u_8c1e0174,sample_a2e625a9bf.npz,25,u
dd9087eef0,dataset/features/vn/bang-chu-cai/class_u_8c1e0174/sample_dd9087eef0.npz,b13457ba0e5357483acbed7173fb541b0d05edf9fa34ad26e25afa076115ac12,vn/alphabet/u,u,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,8c1e0174-e611-4300-8c1c-1565871f03aa,u,U,vn,bang-chu-cai,class_u_8c1e0174,sample_dd9087eef0.npz,25,u
e0df858ff3,dataset/features/vn/bang-chu-cai/class_u_8c1e0174/sample_e0df858ff3.npz,daa76db46237664bf742740b9339a32e3f6fcde503f0cb155490b49ffffcf8b2,vn/alphabet/u,u,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,8c1e0174-e611-4300-8c1c-1565871f03aa,u,U,vn,bang-chu-cai,class_u_8c1e0174,sample_e0df858ff3.npz,25,u
381c1079ad,dataset/features/vn/bang-chu-cai/class_uw_c8e6db29/sample_381c1079ad.npz,23821abc0a932b693df826574340e7a1139ce489186e0e80da55fc5b6ceb63fc,vn/alphabet/uw,uw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,c8e6db29-fd24-47e2-b478-76fcb361c978,uw,Ư,vn,bang-chu-cai,class_uw_c8e6db29,sample_381c1079ad.npz,26,uw
4187d59c4d,dataset/features/vn/bang-chu-cai/class_uw_c8e6db29/sample_4187d59c4d.npz,6bade358ba27b0ac0639e11a80c7a3de81c1d85db55dfbe0fd1ddda5a471f10b,vn/alphabet/uw,uw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,c8e6db29-fd24-47e2-b478-76fcb361c978,uw,Ư,vn,bang-chu-cai,class_uw_c8e6db29,sample_4187d59c4d.npz,26,uw
44546e8d4e,dataset/features/vn/bang-chu-cai/class_uw_c8e6db29/sample_44546e8d4e.npz,2b5bf1b6b6c32369ced06b175bd79e9bb4fdafc675839e2ac0a4157323b2f608,vn/alphabet/uw,uw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,c8e6db29-fd24-47e2-b478-76fcb361c978,uw,Ư,vn,bang-chu-cai,class_uw_c8e6db29,sample_44546e8d4e.npz,26,uw
47bacf409b,dataset/features/vn/bang-chu-cai/class_uw_c8e6db29/sample_47bacf409b.npz,13a65ab9e0359f57b2d6cca4943023223ad650479f3b292a6c3b968f4cd786b8,vn/alphabet/uw,uw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,c8e6db29-fd24-47e2-b478-76fcb361c978,uw,Ư,vn,bang-chu-cai,class_uw_c8e6db29,sample_47bacf409b.npz,26,uw
50bd82b49a,dataset/features/vn/bang-chu-cai/class_uw_c8e6db29/sample_50bd82b49a.npz,9b4602bd5f84e080628e1d098eca6875949a26bb19880ae803928bcff7c35fa5,vn/alphabet/uw,uw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,c8e6db29-fd24-47e2-b478-76fcb361c978,uw,Ư,vn,bang-chu-cai,class_uw_c8e6db29,sample_50bd82b49a.npz,26,uw
7a3bac1c89,dataset/features/vn/bang-chu-cai/class_uw_c8e6db29/sample_7a3bac1c89.npz,20936dcc7a01ca3dfa988bb44ca0fe97fd370aa8ba421fd0c96c88a72de2a833,vn/alphabet/uw,uw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,c8e6db29-fd24-47e2-b478-76fcb361c978,uw,Ư,vn,bang-chu-cai,class_uw_c8e6db29,sample_7a3bac1c89.npz,26,uw
8ec23194a6,dataset/features/vn/bang-chu-cai/class_uw_c8e6db29/sample_8ec23194a6.npz,8aef067c25c139b6bbcd151eeff5d1b75c13223876d38b80085a3c87eed7ce6f,vn/alphabet/uw,uw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,c8e6db29-fd24-47e2-b478-76fcb361c978,uw,Ư,vn,bang-chu-cai,class_uw_c8e6db29,sample_8ec23194a6.npz,26,uw
8fa27d7730,dataset/features/vn/bang-chu-cai/class_uw_c8e6db29/sample_8fa27d7730.npz,f18c8d5a12c33d936741c1f7f2929e2fdcf01c31cb1fcbf59b927ad844fca27f,vn/alphabet/uw,uw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,c8e6db29-fd24-47e2-b478-76fcb361c978,uw,Ư,vn,bang-chu-cai,class_uw_c8e6db29,sample_8fa27d7730.npz,26,uw
9d0b4c1e85,dataset/features/vn/bang-chu-cai/class_uw_c8e6db29/sample_9d0b4c1e85.npz,21a8930c583f9c038ff2727fce38b423e5c2d11395505ea9f0b17f4089c15309,vn/alphabet/uw,uw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,c8e6db29-fd24-47e2-b478-76fcb361c978,uw,Ư,vn,bang-chu-cai,class_uw_c8e6db29,sample_9d0b4c1e85.npz,26,uw
b2eca71926,dataset/features/vn/bang-chu-cai/class_uw_c8e6db29/sample_b2eca71926.npz,3e8662135dfd1f0e588c592242f6a3c2c1e7a0b31a9bf0e0d94fea805c0d30de,vn/alphabet/uw,uw,profile_specific,alphabet,fingerspelling_alphabet,,static,S017,,camera,1,hands126_v1,unknown,c8e6db29-fd24-47e2-b478-76fcb361c978,uw,Ư,vn,bang-chu-cai,class_uw_c8e6db29,sample_b2eca71926.npz,26,uw
04b299bfa9,dataset/features/vn/bang-chu-cai/class_v_849d0b5c/sample_04b299bfa9.npz,fb4f60ecfb4d8bfadfc5096d3940b57d24d863833a4a2f92abec0eebb5ac89fd,vn/alphabet/v,v,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,849d0b5c-96dd-4dc4-96cc-421d69364e40,v,V,vn,bang-chu-cai,class_v_849d0b5c,sample_04b299bfa9.npz,27,v
0ae2fc810e,dataset/features/vn/bang-chu-cai/class_v_849d0b5c/sample_0ae2fc810e.npz,8ea421615f73be2d4c3e36b2e57c3142355c171ed7d0f9c5cc7d09ee368189dc,vn/alphabet/v,v,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,849d0b5c-96dd-4dc4-96cc-421d69364e40,v,V,vn,bang-chu-cai,class_v_849d0b5c,sample_0ae2fc810e.npz,27,v
2be4a17039,dataset/features/vn/bang-chu-cai/class_v_849d0b5c/sample_2be4a17039.npz,85aa6b36afa984562f0f34d8c8c4ec92be78ec5440a3e531d6569a93b2cf315f,vn/alphabet/v,v,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,849d0b5c-96dd-4dc4-96cc-421d69364e40,v,V,vn,bang-chu-cai,class_v_849d0b5c,sample_2be4a17039.npz,27,v
7bffac4bcc,dataset/features/vn/bang-chu-cai/class_v_849d0b5c/sample_7bffac4bcc.npz,c4e7ec47d78f0944be6c79999b8c81936cb1483e4ae7c5eb94950313e9b9f9cf,vn/alphabet/v,v,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,849d0b5c-96dd-4dc4-96cc-421d69364e40,v,V,vn,bang-chu-cai,class_v_849d0b5c,sample_7bffac4bcc.npz,27,v
ae8b84b555,dataset/features/vn/bang-chu-cai/class_v_849d0b5c/sample_ae8b84b555.npz,d56090471802f0ba617db109bee57b245cf24055fcf2be131d11e1113dbf6198,vn/alphabet/v,v,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,849d0b5c-96dd-4dc4-96cc-421d69364e40,v,V,vn,bang-chu-cai,class_v_849d0b5c,sample_ae8b84b555.npz,27,v
ce8078bacc,dataset/features/vn/bang-chu-cai/class_v_849d0b5c/sample_ce8078bacc.npz,6cae3ba9519d60cd6bc08af4c3909a77fd86fc287e8c3c8ad3f6d8dd61d02044,vn/alphabet/v,v,profile_specific,alphabet,fingerspelling_alphabet,legacy_2026,static,S017,,camera,1,hands126_v1,unknown,849d0b5c-96dd-4dc4-96cc-421d69364e40,v,V,vn,bang-chu-cai,class_v_849d0b5c,sample_ce8078bacc.npz,27,v
