sample_uid,class_uid,slug,label_original,language,dialect,source_type,user_id,session_id,fps_original,fps_processed,seq_len,augment_id,completeness,file_path,storage_key,storage_url,checksum,created_at
6ba9f51631,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,5,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_6ba9f51631.npz,features/vn/common/class_xin-chao_df0cab07/aug_005/sample_6ba9f51631.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_6ba9f51631.npz,,2026-05-04T09:06:43.934351Z
4d37fdab2e,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,6,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_4d37fdab2e.npz,features/vn/common/class_xin-chao_df0cab07/aug_006/sample_4d37fdab2e.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_4d37fdab2e.npz,,2026-05-04T09:06:44.016713Z
48ceeb1b84,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,7,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_48ceeb1b84.npz,features/vn/common/class_xin-chao_df0cab07/aug_007/sample_48ceeb1b84.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_48ceeb1b84.npz,,2026-05-04T09:06:44.096691Z
4204d11c2a,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,0,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_4204d11c2a.npz,features/vn/common/class_xin-chao_df0cab07/aug_000/sample_4204d11c2a.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_4204d11c2a.npz,,2026-05-04T09:06:51.518458Z
71d7220483,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,1,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_71d7220483.npz,features/vn/common/class_xin-chao_df0cab07/aug_001/sample_71d7220483.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_71d7220483.npz,,2026-05-04T09:06:51.648649Z
5a7bbef70d,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,2,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_5a7bbef70d.npz,features/vn/common/class_xin-chao_df0cab07/aug_002/sample_5a7bbef70d.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_5a7bbef70d.npz,,2026-05-04T09:06:51.892369Z
0797d3864b,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,3,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_0797d3864b.npz,features/vn/common/class_xin-chao_df0cab07/aug_003/sample_0797d3864b.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_0797d3864b.npz,,2026-05-04T09:06:51.990081Z
bddb5f54a1,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,4,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_bddb5f54a1.npz,features/vn/common/class_xin-chao_df0cab07/aug_004/sample_bddb5f54a1.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_bddb5f54a1.npz,,2026-05-04T09:06:52.071235Z
ad12177693,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,5,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_ad12177693.npz,features/vn/common/class_xin-chao_df0cab07/aug_005/sample_ad12177693.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_ad12177693.npz,,2026-05-04T09:06:52.145405Z
bdafc46352,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,6,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_bdafc46352.npz,features/vn/common/class_xin-chao_df0cab07/aug_006/sample_bdafc46352.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_bdafc46352.npz,,2026-05-04T09:06:52.219378Z
8779ab80d1,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,7,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_8779ab80d1.npz,features/vn/common/class_xin-chao_df0cab07/aug_007/sample_8779ab80d1.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_8779ab80d1.npz,,2026-05-04T09:06:52.291078Z
f29f042684,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,0,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_f29f042684.npz,features/vn/common/class_xin-chao_df0cab07/aug_000/sample_f29f042684.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_f29f042684.npz,,2026-05-04T09:06:59.566797Z
0b98fef9ba,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,1,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_0b98fef9ba.npz,features/vn/common/class_xin-chao_df0cab07/aug_001/sample_0b98fef9ba.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_0b98fef9ba.npz,,2026-05-04T09:06:59.642865Z
b3a11596a1,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,2,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_b3a11596a1.npz,features/vn/common/class_xin-chao_df0cab07/aug_002/sample_b3a11596a1.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_b3a11596a1.npz,,2026-05-04T09:06:59.724064Z
2537d93909,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,3,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_2537d93909.npz,features/vn/common/class_xin-chao_df0cab07/aug_003/sample_2537d93909.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_2537d93909.npz,,2026-05-04T09:06:59.815390Z
6517dd98de,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,4,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_6517dd98de.npz,features/vn/common/class_xin-chao_df0cab07/aug_004/sample_6517dd98de.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_6517dd98de.npz,,2026-05-04T09:06:59.901037Z
7e12572cf8,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,5,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_7e12572cf8.npz,features/vn/common/class_xin-chao_df0cab07/aug_005/sample_7e12572cf8.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_7e12572cf8.npz,,2026-05-04T09:06:59.976347Z
8dedacb2af,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,6,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_8dedacb2af.npz,features/vn/common/class_xin-chao_df0cab07/aug_006/sample_8dedacb2af.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_8dedacb2af.npz,,2026-05-04T09:07:00.069239Z
552306aae1,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,7,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_552306aae1.npz,features/vn/common/class_xin-chao_df0cab07/aug_007/sample_552306aae1.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_552306aae1.npz,,2026-05-04T09:07:00.147029Z
9e0cfb9953,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,0,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_9e0cfb9953.npz,features/vn/common/class_xin-chao_df0cab07/aug_000/sample_9e0cfb9953.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_9e0cfb9953.npz,,2026-05-04T09:07:13.169890Z
1b5276ab80,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,1,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_1b5276ab80.npz,features/vn/common/class_xin-chao_df0cab07/aug_001/sample_1b5276ab80.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_1b5276ab80.npz,,2026-05-04T09:07:13.244906Z
3b0596d4c6,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,2,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_3b0596d4c6.npz,features/vn/common/class_xin-chao_df0cab07/aug_002/sample_3b0596d4c6.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_3b0596d4c6.npz,,2026-05-04T09:07:13.313349Z
30df0dee86,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,3,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_30df0dee86.npz,features/vn/common/class_xin-chao_df0cab07/aug_003/sample_30df0dee86.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_30df0dee86.npz,,2026-05-04T09:07:13.382621Z
bf872c7e63,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,4,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_bf872c7e63.npz,features/vn/common/class_xin-chao_df0cab07/aug_004/sample_bf872c7e63.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_bf872c7e63.npz,,2026-05-04T09:07:13.454180Z
c02b62ff6b,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,5,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_c02b62ff6b.npz,features/vn/common/class_xin-chao_df0cab07/aug_005/sample_c02b62ff6b.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_c02b62ff6b.npz,,2026-05-04T09:07:13.536486Z
46200d7ab8,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,6,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_46200d7ab8.npz,features/vn/common/class_xin-chao_df0cab07/aug_006/sample_46200d7ab8.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_46200d7ab8.npz,,2026-05-04T09:07:13.608334Z
597740a9b2,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,7,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_597740a9b2.npz,features/vn/common/class_xin-chao_df0cab07/aug_007/sample_597740a9b2.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_597740a9b2.npz,,2026-05-04T09:07:13.686195Z
e471fb138d,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,0,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_e471fb138d.npz,features/vn/common/class_xin-chao_df0cab07/aug_000/sample_e471fb138d.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_e471fb138d.npz,,2026-05-04T09:07:21.253101Z
1f488e83f3,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,1,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_1f488e83f3.npz,features/vn/common/class_xin-chao_df0cab07/aug_001/sample_1f488e83f3.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_1f488e83f3.npz,,2026-05-04T09:07:21.339182Z
1c0be6f1be,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,2,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_1c0be6f1be.npz,features/vn/common/class_xin-chao_df0cab07/aug_002/sample_1c0be6f1be.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_1c0be6f1be.npz,,2026-05-04T09:07:21.417957Z
7fdf8b8c7d,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,3,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_7fdf8b8c7d.npz,features/vn/common/class_xin-chao_df0cab07/aug_003/sample_7fdf8b8c7d.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_7fdf8b8c7d.npz,,2026-05-04T09:07:21.513028Z
81c538e6c6,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,4,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_81c538e6c6.npz,features/vn/common/class_xin-chao_df0cab07/aug_004/sample_81c538e6c6.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_81c538e6c6.npz,,2026-05-04T09:07:21.586379Z
b60426a65a,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,5,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_b60426a65a.npz,features/vn/common/class_xin-chao_df0cab07/aug_005/sample_b60426a65a.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_b60426a65a.npz,,2026-05-04T09:07:21.673946Z
aa5ce6e534,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,6,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_aa5ce6e534.npz,features/vn/common/class_xin-chao_df0cab07/aug_006/sample_aa5ce6e534.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_aa5ce6e534.npz,,2026-05-04T09:07:21.791303Z
a6520ed63a,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,7,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_a6520ed63a.npz,features/vn/common/class_xin-chao_df0cab07/aug_007/sample_a6520ed63a.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_a6520ed63a.npz,,2026-05-04T09:07:21.907804Z
44195b78cf,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,0,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_44195b78cf.npz,features/vn/common/class_xin-chao_df0cab07/aug_000/sample_44195b78cf.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_44195b78cf.npz,,2026-05-04T09:07:29.331254Z
3bcb892d13,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,1,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_3bcb892d13.npz,features/vn/common/class_xin-chao_df0cab07/aug_001/sample_3bcb892d13.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_3bcb892d13.npz,,2026-05-04T09:07:29.434093Z
5b90f4e142,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,2,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_5b90f4e142.npz,features/vn/common/class_xin-chao_df0cab07/aug_002/sample_5b90f4e142.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_5b90f4e142.npz,,2026-05-04T09:07:29.522685Z
5c199120be,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,3,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_5c199120be.npz,features/vn/common/class_xin-chao_df0cab07/aug_003/sample_5c199120be.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_5c199120be.npz,,2026-05-04T09:07:29.598283Z
38837577bc,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,4,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_38837577bc.npz,features/vn/common/class_xin-chao_df0cab07/aug_004/sample_38837577bc.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_38837577bc.npz,,2026-05-04T09:07:29.673977Z
ded9bed997,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,5,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_ded9bed997.npz,features/vn/common/class_xin-chao_df0cab07/aug_005/sample_ded9bed997.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_ded9bed997.npz,,2026-05-04T09:07:29.744778Z
2e440a10c1,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,6,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_2e440a10c1.npz,features/vn/common/class_xin-chao_df0cab07/aug_006/sample_2e440a10c1.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_2e440a10c1.npz,,2026-05-04T09:07:29.819183Z
7f412dd875,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,7,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_7f412dd875.npz,features/vn/common/class_xin-chao_df0cab07/aug_007/sample_7f412dd875.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_7f412dd875.npz,,2026-05-04T09:07:29.894145Z
d88e05d971,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,0,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_d88e05d971.npz,features/vn/common/class_xin-chao_df0cab07/aug_000/sample_d88e05d971.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_d88e05d971.npz,,2026-05-04T09:07:37.206638Z
582654e286,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,1,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_582654e286.npz,features/vn/common/class_xin-chao_df0cab07/aug_001/sample_582654e286.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_582654e286.npz,,2026-05-04T09:07:37.297422Z
084fd5ed57,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,2,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_084fd5ed57.npz,features/vn/common/class_xin-chao_df0cab07/aug_002/sample_084fd5ed57.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_084fd5ed57.npz,,2026-05-04T09:07:37.379080Z
b1e04685eb,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,3,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_b1e04685eb.npz,features/vn/common/class_xin-chao_df0cab07/aug_003/sample_b1e04685eb.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_b1e04685eb.npz,,2026-05-04T09:07:37.463625Z
b4a0d94d93,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,4,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_b4a0d94d93.npz,features/vn/common/class_xin-chao_df0cab07/aug_004/sample_b4a0d94d93.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_b4a0d94d93.npz,,2026-05-04T09:07:37.537450Z
96c20738cb,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,5,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_96c20738cb.npz,features/vn/common/class_xin-chao_df0cab07/aug_005/sample_96c20738cb.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_96c20738cb.npz,,2026-05-04T09:07:37.612417Z
5960e7058f,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,6,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_5960e7058f.npz,features/vn/common/class_xin-chao_df0cab07/aug_006/sample_5960e7058f.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_5960e7058f.npz,,2026-05-04T09:07:37.687667Z
f0911ce4d8,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,7,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_f0911ce4d8.npz,features/vn/common/class_xin-chao_df0cab07/aug_007/sample_f0911ce4d8.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_f0911ce4d8.npz,,2026-05-04T09:07:37.763404Z
071f05ed56,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,0,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_071f05ed56.npz,features/vn/common/class_xin-chao_df0cab07/aug_000/sample_071f05ed56.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_000/sample_071f05ed56.npz,,2026-05-04T09:07:45.317709Z
0c9cab3878,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,1,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_0c9cab3878.npz,features/vn/common/class_xin-chao_df0cab07/aug_001/sample_0c9cab3878.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_001/sample_0c9cab3878.npz,,2026-05-04T09:07:45.394015Z
916f9bc248,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,2,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_916f9bc248.npz,features/vn/common/class_xin-chao_df0cab07/aug_002/sample_916f9bc248.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_002/sample_916f9bc248.npz,,2026-05-04T09:07:45.475190Z
a8b5143d0e,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,3,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_a8b5143d0e.npz,features/vn/common/class_xin-chao_df0cab07/aug_003/sample_a8b5143d0e.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_003/sample_a8b5143d0e.npz,,2026-05-04T09:07:45.552405Z
3956d381f0,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,4,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_3956d381f0.npz,features/vn/common/class_xin-chao_df0cab07/aug_004/sample_3956d381f0.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_004/sample_3956d381f0.npz,,2026-05-04T09:07:45.627877Z
e886e2f46b,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,5,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_e886e2f46b.npz,features/vn/common/class_xin-chao_df0cab07/aug_005/sample_e886e2f46b.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_005/sample_e886e2f46b.npz,,2026-05-04T09:07:45.710248Z
a71b88106c,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,6,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_a71b88106c.npz,features/vn/common/class_xin-chao_df0cab07/aug_006/sample_a71b88106c.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_006/sample_a71b88106c.npz,,2026-05-04T09:07:45.780128Z
646683f32f,df0cab07-2631-409f-b08a-8cd81166f62d,xin-chao,xin chào,vn,common,camera,Trân,1777885146491,,,60,7,None,/dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_646683f32f.npz,features/vn/common/class_xin-chao_df0cab07/aug_007/sample_646683f32f.npz,s3://sign-dataset/features/vn/common/class_xin-chao_df0cab07/aug_007/sample_646683f32f.npz,,2026-05-04T09:07:45.853893Z
9552c85b86,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Trân,1777885146491,,,60,0,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_000/sample_9552c85b86.npz,features/vn/common/class_cam-on_cb7be8bf/aug_000/sample_9552c85b86.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_000/sample_9552c85b86.npz,,2026-05-04T09:07:59.954490Z
86780abc44,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Trân,1777885146491,,,60,1,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_001/sample_86780abc44.npz,features/vn/common/class_cam-on_cb7be8bf/aug_001/sample_86780abc44.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_001/sample_86780abc44.npz,,2026-05-04T09:08:00.068171Z
4915a88743,cb7be8bf-a01b-404c-acc0-571c41950eab,cam-on,Cảm ơn,vn,common,camera,Trân,1777885146491,,,60,2,None,/dataset/features/vn/common/class_cam-on_cb7be8bf/aug_002/sample_4915a88743.npz,features/vn/common/class_cam-on_cb7be8bf/aug_002/sample_4915a88743.npz,s3://sign-dataset/features/vn/common/class_cam-on_cb7be8bf/aug_002/sample_4915a88743.npz,,2026-05-04T09:08:00.150082Z
