sample_uid,class_uid,slug,label_original,language,dialect,source_type,user,session_id,fps_original,fps_processed,seq_len,augment_id,completeness,file_path,storage_key,storage_url,checksum,created_at,sample_id,class_idx,folder_name,file,label_slug,label_key
8b675a3ff1,de9eb6e1-a189-4f37-9888-8fea922de54c,lot-vo-tom,lột vỏ tôm,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1XrWTmlgQn8n2eLXQFac10KJuqqgrkH9M/view,features/vn/hoa-de/class_lot-vo-tom_de9eb6e1/sample_8b675a3ff1.npz,https://drive.google.com/file/d/1XrWTmlgQn8n2eLXQFac10KJuqqgrkH9M/view,,2026-05-14T10:19:12.381563Z,8b675a3ff1,6,class_lot-vo-tom_de9eb6e1,sample_8b675a3ff1.npz,lot-vo-tom,vn/hoa-de/lot-vo-tom
c6809c014d,de9eb6e1-a189-4f37-9888-8fea922de54c,lot-vo-tom,lột vỏ tôm,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/17zkgcAKxhFDml8yE-WX1a4mzEDVpj_XP/view,features/vn/hoa-de/class_lot-vo-tom_de9eb6e1/sample_c6809c014d.npz,https://drive.google.com/file/d/17zkgcAKxhFDml8yE-WX1a4mzEDVpj_XP/view,,2026-05-14T10:19:58.753269Z,c6809c014d,6,class_lot-vo-tom_de9eb6e1,sample_c6809c014d.npz,lot-vo-tom,vn/hoa-de/lot-vo-tom
73092e1c73,de9eb6e1-a189-4f37-9888-8fea922de54c,lot-vo-tom,lột vỏ tôm,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1-VXZs4U29QxtNKxqODMYvwNS4eliE1II/view,features/vn/hoa-de/class_lot-vo-tom_de9eb6e1/sample_73092e1c73.npz,https://drive.google.com/file/d/1-VXZs4U29QxtNKxqODMYvwNS4eliE1II/view,,2026-05-14T10:18:56.826525Z,73092e1c73,6,class_lot-vo-tom_de9eb6e1,sample_73092e1c73.npz,lot-vo-tom,vn/hoa-de/lot-vo-tom
541db5f301,de9eb6e1-a189-4f37-9888-8fea922de54c,lot-vo-tom,lột vỏ tôm,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1ux6FS7QapW_TTotkSBCEmwoeblrgmH_6/view,features/vn/hoa-de/class_lot-vo-tom_de9eb6e1/sample_541db5f301.npz,https://drive.google.com/file/d/1ux6FS7QapW_TTotkSBCEmwoeblrgmH_6/view,,2026-05-14T10:19:50.021835Z,541db5f301,6,class_lot-vo-tom_de9eb6e1,sample_541db5f301.npz,lot-vo-tom,vn/hoa-de/lot-vo-tom
e829183adf,de9eb6e1-a189-4f37-9888-8fea922de54c,lot-vo-tom,lột vỏ tôm,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1vo5NIDO3cgKlj-zDcJsMwgFduPXW6UKP/view,features/vn/hoa-de/class_lot-vo-tom_de9eb6e1/sample_e829183adf.npz,https://drive.google.com/file/d/1vo5NIDO3cgKlj-zDcJsMwgFduPXW6UKP/view,,2026-05-14T10:20:44.239617Z,e829183adf,6,class_lot-vo-tom_de9eb6e1,sample_e829183adf.npz,lot-vo-tom,vn/hoa-de/lot-vo-tom
acea50d88d,de9eb6e1-a189-4f37-9888-8fea922de54c,lot-vo-tom,lột vỏ tôm,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1i9rDRdDNzEJ--F9dIXEMTN-ePG1u40MY/view,features/vn/hoa-de/class_lot-vo-tom_de9eb6e1/sample_acea50d88d.npz,https://drive.google.com/file/d/1i9rDRdDNzEJ--F9dIXEMTN-ePG1u40MY/view,,2026-05-14T10:20:59.838155Z,acea50d88d,6,class_lot-vo-tom_de9eb6e1,sample_acea50d88d.npz,lot-vo-tom,vn/hoa-de/lot-vo-tom
4f64e031de,de9eb6e1-a189-4f37-9888-8fea922de54c,lot-vo-tom,lột vỏ tôm,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1vf6nFRaYDS4kq2t6V_o9ByqEn4xfmvpm/view,features/vn/hoa-de/class_lot-vo-tom_de9eb6e1/sample_4f64e031de.npz,https://drive.google.com/file/d/1vf6nFRaYDS4kq2t6V_o9ByqEn4xfmvpm/view,,2026-05-14T10:20:06.476542Z,4f64e031de,6,class_lot-vo-tom_de9eb6e1,sample_4f64e031de.npz,lot-vo-tom,vn/hoa-de/lot-vo-tom
21b295937e,de9eb6e1-a189-4f37-9888-8fea922de54c,lot-vo-tom,lột vỏ tôm,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1JA7JZmW_iFIi-DBkMBuc4yNRLvr8-zTA/view,features/vn/hoa-de/class_lot-vo-tom_de9eb6e1/sample_21b295937e.npz,https://drive.google.com/file/d/1JA7JZmW_iFIi-DBkMBuc4yNRLvr8-zTA/view,,2026-05-14T10:20:52.171874Z,21b295937e,6,class_lot-vo-tom_de9eb6e1,sample_21b295937e.npz,lot-vo-tom,vn/hoa-de/lot-vo-tom
9186590a1f,de9eb6e1-a189-4f37-9888-8fea922de54c,lot-vo-tom,lột vỏ tôm,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/1tpL6t4abyfGVhxqT0gvFOlO5MOBXoRnM/view,features/vn/hoa-de/class_lot-vo-tom_de9eb6e1/sample_9186590a1f.npz,https://drive.google.com/file/d/1tpL6t4abyfGVhxqT0gvFOlO5MOBXoRnM/view,,2026-05-14T10:19:27.910562Z,9186590a1f,6,class_lot-vo-tom_de9eb6e1,sample_9186590a1f.npz,lot-vo-tom,vn/hoa-de/lot-vo-tom
423e7c9359,de9eb6e1-a189-4f37-9888-8fea922de54c,lot-vo-tom,lột vỏ tôm,vn,hoa-de,camera,Minh,1778753481107,,,60,0,None,https://drive.google.com/file/d/15As0Yg9qUspF58YzCorStNiGJBupe1rD/view,features/vn/hoa-de/class_lot-vo-tom_de9eb6e1/sample_423e7c9359.npz,https://drive.google.com/file/d/15As0Yg9qUspF58YzCorStNiGJBupe1rD/view,,2026-05-14T10:20:28.429388Z,423e7c9359,6,class_lot-vo-tom_de9eb6e1,sample_423e7c9359.npz,lot-vo-tom,vn/hoa-de/lot-vo-tom
21b097f209,b5c5ceb2-ffe5-4c4d-a31e-54a7ca3b1b84,lay-chi-tom,lấy chỉ tôm,vn,hoa-de,camera,user1,1778753481107,,,60,0,None,https://drive.google.com/file/d/1eG_LH6yzazkg6-VhOEGzDwuBVmIUxHYc/view,features/vn/hoa-de/class_lay-chi-tom_b5c5ceb2/sample_21b097f209.npz,https://drive.google.com/file/d/1eG_LH6yzazkg6-VhOEGzDwuBVmIUxHYc/view,,2026-05-14T10:22:27.467495Z,21b097f209,7,class_lay-chi-tom_b5c5ceb2,sample_21b097f209.npz,lay-chi-tom,vn/hoa-de/lay-chi-tom
3015d5723d,b5c5ceb2-ffe5-4c4d-a31e-54a7ca3b1b84,lay-chi-tom,lấy chỉ tôm,vn,hoa-de,camera,user1,1778753481107,,,60,0,None,https://drive.google.com/file/d/1_f0pKMaFUp9iCFJJSj3r6qhULrl7VrWG/view,features/vn/hoa-de/class_lay-chi-tom_b5c5ceb2/sample_3015d5723d.npz,https://drive.google.com/file/d/1_f0pKMaFUp9iCFJJSj3r6qhULrl7VrWG/view,,2026-05-14T10:22:17.419442Z,3015d5723d,7,class_lay-chi-tom_b5c5ceb2,sample_3015d5723d.npz,lay-chi-tom,vn/hoa-de/lay-chi-tom
5946227294,b5c5ceb2-ffe5-4c4d-a31e-54a7ca3b1b84,lay-chi-tom,lấy chỉ tôm,vn,hoa-de,camera,user1,1778753481107,,,60,0,None,https://drive.google.com/file/d/1jB4jdYYU0pJWIo-sGXVWR3ecK-z4T46-/view,features/vn/hoa-de/class_lay-chi-tom_b5c5ceb2/sample_5946227294.npz,https://drive.google.com/file/d/1jB4jdYYU0pJWIo-sGXVWR3ecK-z4T46-/view,,2026-05-14T10:22:06.994204Z,5946227294,7,class_lay-chi-tom_b5c5ceb2,sample_5946227294.npz,lay-chi-tom,vn/hoa-de/lay-chi-tom
2b25aa8601,b5c5ceb2-ffe5-4c4d-a31e-54a7ca3b1b84,lay-chi-tom,lấy chỉ tôm,vn,hoa-de,camera,Minh,1778754691881,,,60,0,None,https://drive.google.com/file/d/1Rd5XxFado3Sl2jlZJ8xQPjeLCTKYTD7Z/view,features/vn/hoa-de/class_lay-chi-tom_b5c5ceb2/sample_2b25aa8601.npz,https://drive.google.com/file/d/1Rd5XxFado3Sl2jlZJ8xQPjeLCTKYTD7Z/view,,2026-05-14T10:31:53.400680Z,2b25aa8601,7,class_lay-chi-tom_b5c5ceb2,sample_2b25aa8601.npz,lay-chi-tom,vn/hoa-de/lay-chi-tom
f3b72da2f9,b5c5ceb2-ffe5-4c4d-a31e-54a7ca3b1b84,lay-chi-tom,lấy chỉ tôm,vn,hoa-de,camera,user1,1778753481107,,,60,0,None,https://drive.google.com/file/d/113291eucjh9iKMKAHppIVc_16qbKyl-X/view,features/vn/hoa-de/class_lay-chi-tom_b5c5ceb2/sample_f3b72da2f9.npz,https://drive.google.com/file/d/113291eucjh9iKMKAHppIVc_16qbKyl-X/view,,2026-05-14T10:21:58.079300Z,f3b72da2f9,7,class_lay-chi-tom_b5c5ceb2,sample_f3b72da2f9.npz,lay-chi-tom,vn/hoa-de/lay-chi-tom
